Offspring ID,Loci typed,First parent non-exclusion probability,Parent pair non-exclusion probability,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
MR12TH_033,11, 4.41904373547647E-0008, 1.77649725379194E-0018,MR09A_1096,11,11,3, 2.58296926328063E+0000, 2.58296926328063E+0000,*,MR09A_1335,8,8,3,-3.22736246290468E+0000, 0.00000000000000E+0000,,11,5, 2.35517296204367E+0000, 1.18501026422231E+0000,-,
MR12TH_033,11, 4.41904373547647E-0008, 1.77649725379194E-0018,MR09A_1096,11,11,3, 2.58296926328063E+0000, 2.58296926328063E+0000,*,MR09A_0223,11,11,3,-5.46302469023596E-0001, 0.00000000000000E+0000,,11,6, 1.17016269782136E+0000, 0.00000000000000E+0000,,
MR12TH_034,11, 3.04554564918574E-0008, 1.25427212748246E-0020,
MR12TH_035,11, 1.08116498443039E-0007, 1.97605528683769E-0018,
MR12TH_036,11, 4.02703670031861E-0007, 4.79697411051466E-0017,MR09A_0135,11,11,4,-5.01131967350528E+0000, 0.00000000000000E+0000,,MR09A_1173,11,11,4,-3.92728308076073E+0000, 0.00000000000000E+0000,,11,5, 1.19175658091846E+0000, 1.19175658091846E+0000,-,
MR12TH_037,11, 1.76681852489257E-0008, 2.97856893018864E-0020,
MR12TH_038,11, 3.97252005243889E-0008, 5.05357604689339E-0021,
MR12TH_039,11, 1.53418586812547E-0008, 2.82012523586357E-0021,
MR12TH_040,11, 2.98270910688559E-0007, 1.09294603614805E-0017,
MR12TH_041,11, 7.86540982662933E-0010, 7.31953385149837E-0022,
MR12TH_042,11, 1.29680962168416E-0009, 1.09616430009004E-0022,MR09A_0945,11,11,3, 6.88819669666039E+0000, 6.88819669666039E+0000,*,MR09A_0076,11,11,7,-1.51100706313379E+0001, 0.00000000000000E+0000,,11,7, 6.02705772616033E-0001, 2.38153096485872E-0001,-,
MR12TH_042,11, 1.29680962168416E-0009, 1.09616430009004E-0022,MR09A_0505,11,11,5,-8.59202670024747E+0000, 0.00000000000000E+0000,,MR09A_0441,11,11,4, 7.91613654220250E-0001, 7.91613654220250E-0001,+,11,6, 3.64552676130161E-0001, 0.00000000000000E+0000,,
MR12TH_043,11, 5.85427569217759E-0008, 8.91621983052039E-0020,
MR12TH_044,11, 1.58563836721066E-0007, 1.15689050232154E-0018,
